,date,tweet,cleaning_the_tweets,len,Textblob,Vader
1493,2019-07-16 00:17:06,RT @NathanZed: At the Avengers Headquarters of young black content creators https://t.co/WZdDkPhRmH,nathanzed avengers headqua ers young black ntent creators wzddkphrmh,68,-1,0
1494,2019-07-16 00:17:06,RT @MCU_Direct: Expect to see a much more independent Peter Parker / Spider-Man in the MCU going forward... https://t.co/x6zyRNRWkh https:/,mcu direct expect see much independent peter parker spider man mcu going forward x zyrnrwkh,91,1,0
1495,2019-07-16 00:17:02,IF YOU LOVE TONY AND BRUCE AND KNOW THAT THEY ARE EXTREMELY SMART INDIVIDUALS YET RESPECT AND ACCEPT THAT SHURI IS https://t.co/ZsWqDvvOPL,love tony bruce know extremely sma individuals yet respect accept shuri zswqdvvopl,82,1,1
1496,2019-07-16 00:17:06,*blows a kiss to the sky* for jane!thor,blows kiss sky jane thor,24,0,1
1497,2019-07-16 00:17:07,"RT @strawberry_koo: Broke: avengers endgame is most ambitious crossover in history 

Woke: Jackson wang having a house party in every fando",strawberry koo broke avengers endgame ambitious crossover history woke jackson wang house pa every fando,104,1,1
1498,2019-07-16 00:17:10,RT @MemesCentraI: Avengers got it all wrong https://t.co/rmt20DybBB,memescentrai avengers got wrong rmt dybbb,41,-1,-1
1499,2019-07-16 00:17:10,"RT @FilministPod: ""Our squad is big. Our squad includes any person committed to building a more equitable and just world.""  @AyannaPressle",filministpod squad big squad includes person mmitted building equitable world ayannapressle,91,0,0
1500,2019-07-16 00:17:16,RT @MemesCentraI: Avengers got it all wrong https://t.co/rmt20DybBB,memescentrai avengers got wrong rmt dybbb,41,-1,-1
1501,2019-07-16 00:17:17,@fakemrvls Thor?,fakemrvls thor,14,0,0
1502,2019-07-16 00:17:18,"Goddess..?

      Jots down on his list, Hela. (Thors sister, I think.)",goddess jots list hela thors sister think,41,0,0
1503,2019-07-16 00:17:20,"Marvel Studios is Visiting Nine U.S. Cities to Celebrate Avengers: Endgame Home Video Release, With Special Guest https://t.co/d6RZPArecU",marvel studios visiting nine u cities celebrate avengers endgame home video release special guest rzparecu,106,1,1
1504,2019-07-16 00:17:20,"@dancingofpens @captainpparker I agree, I would never, but this is solely because kristen said some shit bout the m https://t.co/fDX6tqBO76",dancingofpens captainpparker agree would never solely kristen said shit bout fdx tqbo,85,-1,-1
1505,2019-07-16 00:17:21,"RT @ManaByte: #Avengers will soon be the #1 grossing movie of all time.

#SpiderManFarFromHome will soon be the first Spider-Man movie to e",manabyte avengers soon grossing movie time spidermanfarfromhome soon first spider man movie e,93,1,-1
1506,2019-07-16 00:17:22,"RT @MarvelStudios: He is Iron Man, from the beginning to the end. #AvengersEndgame https://t.co/vKjJcyzxOM",marvelstudios iron man beginning end avengersendgame vkjjcyzxom,63,0,0
1507,2019-07-16 00:17:23,Funniest part is when Brie shot that scene she did it alone so she really didnt know who she was looking at. So is https://t.co/0ZskJLCTHj,funniest pa brie shot scene alone really didnt know looking zskjlcthj,69,1,1
1508,2019-07-16 00:17:23,I MISS HER VOICE aw,miss voice aw,13,0,-1
1509,2019-07-16 00:17:24,"movies questions / i rarely watch movies so rip me

 1. far from home
 2. iron man 3
 3. annabelle
 4. the lion kin https://t.co/kUETxfYoJj",movies questions rarely watch movies rip far home iron man annabelle lion kin kuetxfyojj,88,1,0
1510,2019-07-16 00:17:25,Thor Odinson,thor odinson,12,0,0
1511,2019-07-16 00:17:27,"RT @Avengers: He is Iron Man, from the beginning to the end. #AvengersEndgame https://t.co/uegMrTw8CG",avengers iron man beginning end avengersendgame uegmrtw cg,58,0,0
1512,2019-07-16 00:17:28,"RT @jDantastic: I wish Marvel would do with video games what it did with the MCU. 

Starting with Spider-Man PS4, over the next years relea",jdantastic wish marvel would video games mcu sta ing spider man ps next years relea,83,0,1
1513,2019-07-16 00:17:28,"RT @77MCU: To Our Heroes. To Our Avengers.

Robert Downey Jr #IronMan
Chris Evans #CaptainAmerica 
Chris Hemsworth #Thor
Mark Ruffalo #H",mcu heroes avengers robe downey jr ironman chris evans captainamerica chris hemswo h thor mark ruffalo h,104,0,1
1514,2019-07-16 00:17:28,"@igotaUAV I know, but the difference is the average MCU fan doesnt read the comics. So its still groundbreaking f https://t.co/de8TsybLp5",igotauav know difference average mcu fan doesnt read mics still groundbreaking f de tsyblp,90,-1,1
1515,2019-07-16 00:17:29,:) for his character but :( bc irondad,character bc irondad,20,0,0
1516,2019-07-16 00:17:30,RT @Arminies: MCU Spidey does not even have Spidey Sense they said... he just out Sensed the 2 previous live action version in this glori,arminies mcu spidey even spidey sense said sensed previous live action version glori,84,1,0
1517,2019-07-16 00:17:31,RT @CaptMarvelNews: O-M-G! The Women of the MCU Bonus Feature from the Avengers Endgame Blu-Ray!! #CaptainMarvel https://t.co/bu4IlQd0cj,captmarvelnews g women mcu bonus feature avengers endgame blu ray captainmarvel bu ilqd cj,90,0,1
1518,2019-07-16 00:17:32,RT @77MCU: We Love You 3000 Tour #AvengersEndgame https://t.co/e8enNqTjg7,mcu love tour avengersendgame e ennqtjg,39,1,1
1519,2019-07-16 00:17:32,RT @caprogers1940: Are these yalls avengers? https://t.co/WZuTefkmwI,caprogers yalls avengers wzutefkmwi,35,0,0
1520,2019-07-16 00:17:32,RT @CaptMarvelNews: O-M-G! The Women of the MCU Bonus Feature from the Avengers Endgame Blu-Ray!! #CaptainMarvel https://t.co/bu4IlQd0cj,captmarvelnews g women mcu bonus feature avengers endgame blu ray captainmarvel bu ilqd cj,90,0,1
1521,2019-07-16 00:17:33,RT @srgtbxrnes: on god i can't give a single critique on thor ragnarok it's just THAT movie,srgtbxrnes god give single critique thor ragnarok movie,55,-1,1
1522,2019-07-16 00:17:34,RT @rdjcevans: I wanna meet with @RobertDowneyJr and @ChrisEvans but I only have $3 https://t.co/39EEXDPeib,rdjcevans wanna meet robe downeyjr chrisevans eexdpeib,54,0,0
1523,2019-07-16 00:17:35,"RT @capsheroes: nobody:

me during the next marvel movie if they take out the og six in the mcu intro for phase 4:  https://t.co/I67ckQ8Fuc",capsheroes nobody next marvel movie take og six mcu intro phase ckq fuc,71,0,1
1524,2019-07-16 00:17:35,Theyve made 65 marvel movies and zero mention of MODOK. Bullshit,theyve made marvel movies zero mention modok bullshit,53,0,-1
1525,2019-07-16 00:17:36,RT @JanineRosche: My children have changed the swimming game Marco Polo into Mark Ruffalo and Im not upset. Now Im campaigning for th,janinerosche children changed swimming game mar polo mark ruffalo im upset im campaigning th,92,-1,-1
1526,2019-07-16 00:17:36,"Maybe if youd had actually listened to what people are complaining about, instead of generalizing, maybe youd und https://t.co/urwTr3DCDM",maybe youd actually listened people mplaining instead generalizing maybe youd und urwtr dcdm,92,0,0
1527,2019-07-16 00:17:38,"Stormzy, Wesly Snipes, the black guy from Iron man &amp; it goes on.",stormzy wesly snipes black guy iron man amp goes,48,-1,0
1528,2019-07-16 00:17:38,this is why no matter how good marvel movies are I will never be comfortable with them and the ideologies they pres https://t.co/rWo8VRpcue,matter good marvel movies never mfo able ideologies pres rwo vrpcue,67,1,1
1529,2019-07-16 00:17:40,"How do you respond to a 68 year old nerdy parent, when they tell you that youve always been their Thor?",respond year old nerdy parent tell youve always thor,52,1,-1
1530,2019-07-16 00:17:41,"RT @FilministPod: ""Our squad is big. Our squad includes any person committed to building a more equitable and just world.""  @AyannaPressle",filministpod squad big squad includes person mmitted building equitable world ayannapressle,91,0,0
1531,2019-07-16 00:17:43,"9788817103183 Use of force  Brad Thor,G.Lupieri https://t.co/PDFGP7EFgE https://t.co/g3LzAnpUGF",use force brad thor g lupieri pdfgp efge g lzanpugf,51,0,0
1532,2019-07-16 00:17:43,"RT @ComicBook: One interesting rumor suggests #KraventheHunter will be from Wakanda in the #MCU:

https://t.co/PIy4CAg4xX https://t.co/Jm7d",comicbook one interesting rumor suggests kraventhehunter wakanda mcu piy cag xx jm,82,1,1
1533,2019-07-16 00:17:43,"RT @remscaptain: steve : *lifts mjolnir*

thor: Go bitch, go bitch, go bestie (Go bestie) Can't fuck with these hoes 'cause they messy Go b",remscaptain steve lifts mjolnir thor go bitch go bitch go bestie go bestie fuck hoes cause messy go b,101,-1,-1
1534,2019-07-16 00:17:46,"RT @celestialthor: locals who didnt watch the ant man movies are missing out on the badass that is hope van dyne, please stop sleeping on o",celestialthor locals didnt watch ant man movies missing badass hope van dyne please stop sleeping,97,-1,1
1535,2019-07-16 00:17:47,RT @widowwasp: straights say gay people try make everything gay but carol and thor interacted for 5 seconds in a trailer and suddenly they,widowwasp straights say gay people try make everything gay carol thor interacted se nds trailer suddenly,104,1,0
1536,2019-07-16 00:17:49,RT @thenicksc: I love carol but I love my first female mcu superhero way more https://t.co/zKY5gc0ioe https://t.co/izqdv00249,thenicksc love carol love first female mcu superhero way zky gc ioe izqdv,73,1,1
1537,2019-07-16 00:17:50,RT @ProZD: i wish i could pluck tom holland spider-man and his friends out of all the messy avengers continuity and plop them in their own,prozd wish uld pluck tom holland spider man friends messy avengers ntinuity plop,80,-1,1
1538,2019-07-16 00:17:50,RT @mcuperalta: that deleted scene from avengers with steve drawing and not understanding why wifi is was so important and i deserved to se,mcuperalta deleted scene avengers steve drawing understanding wifi impo ant deserved se,87,0,0
1539,2019-07-16 00:17:51,RT @thenicksc: I love carol but I love my first female mcu superhero way more https://t.co/zKY5gc0ioe https://t.co/izqdv00249,thenicksc love carol love first female mcu superhero way zky gc ioe izqdv,73,1,1
1540,2019-07-16 00:17:52,RT @cassettelang: this is a good time to remind you that emily blunt was almost the mcu's black widow https://t.co/tJh953D74B,cassettelang good time remind emily blunt almost mcu black widow tjh b,70,1,1
1541,2019-07-16 00:17:53,RT @Avengers: Marvel Studios and #AvengersEndgame directors Anthony and Joe Russo have teamed up to launch the #WeLoveYou3000 Tour! As a th,avengers marvel studios avengersendgame directors anthony joe russo teamed launch weloveyou tour th,99,0,1
1542,2019-07-16 00:17:56,"RT @heimdallstan: Thor: Ive missed you, mum. 

My heart: https://t.co/wIY0EGbmZz",heimdallstan thor ive missed mum hea wiy egbmzz,47,0,-1
1543,2019-07-16 00:17:57,RT @caprogers1940: Are these yalls avengers? https://t.co/WZuTefkmwI,caprogers yalls avengers wzutefkmwi,35,0,0
1544,2019-07-16 00:17:59,RT @NathanZed: At the Avengers Headquarters of young black content creators https://t.co/WZdDkPhRmH,nathanzed avengers headqua ers young black ntent creators wzddkphrmh,68,-1,0
1545,2019-07-16 00:18:00,RT @NathanZed: At the Avengers Headquarters of young black content creators https://t.co/WZdDkPhRmH,nathanzed avengers headqua ers young black ntent creators wzddkphrmh,68,-1,0
1546,2019-07-16 00:18:00,RT @MemesCentraI: Avengers got it all wrong https://t.co/rmt20DybBB,memescentrai avengers got wrong rmt dybbb,41,-1,-1
1547,2019-07-16 00:18:03,RT @LoganPhillips05: i refuse to be with someone that wont watch Marvel movies with me,loganphillips refuse someone wont watch marvel movies,53,0,-1
1548,2019-07-16 00:18:04,RT @uvwxy__z: if avengers was made in india https://t.co/D2Zz8iTa5H,uvwxy z avengers made india zz ita h,36,0,0
1549,2019-07-16 00:18:05,RT @lRONRESCUE: heres the first lady of the mcu being extremely soft. she loved playing pepper so much and i couldnt of asked for a bette,lronrescue heres first lady mcu extremely soft loved playing pepper much uldnt asked bette,90,1,1
1550,2019-07-16 00:18:05,I love them to death.,love death,10,1,1
1551,2019-07-16 00:18:08,RT @scarlettsflash: deleted scenes of steve in avengers 1. they really shouldve kept these https://t.co/gv5tuqGO8d,scarlettsflash deleted scenes steve avengers really shouldve kept gv tuqgo,74,1,0
1552,2019-07-16 00:18:09,RT @MCU_Direct: Expect to see a much more independent Peter Parker / Spider-Man in the MCU going forward... https://t.co/x6zyRNRWkh https:/,mcu direct expect see much independent peter parker spider man mcu going forward x zyrnrwkh,91,1,0
1553,2019-07-16 00:18:10,pleath,pleath,6,0,0
1554,2019-07-16 00:18:10,"RT @quakefalcon: captain america is now a black man. the smartest person in the mcu is shuri, a black girl. the leader of new asgard is bru",quakefal n captain america black man sma est person mcu shuri black girl leader new asgard bru,94,-1,0
1555,2019-07-16 00:18:10,RT @uvwxy__z: if avengers was made in india https://t.co/D2Zz8iTa5H,uvwxy z avengers made india zz ita h,36,0,0
1556,2019-07-16 00:18:11,She should definitely be Sue Storm,definitely sue storm,20,0,1
1557,2019-07-16 00:18:13,"RT @quakefalcon: captain america is now a black man. the smartest person in the mcu is shuri, a black girl. the leader of new asgard is bru",quakefal n captain america black man sma est person mcu shuri black girl leader new asgard bru,94,-1,0
1558,2019-07-16 00:18:13,"RT @RobCabrera: Then give us an MI6-Avengers type movie where they all team up to save the world together.

I would watch the hell out of t",robcabrera give us mi avengers type movie team save world together would watch hell,83,0,-1
1559,2019-07-16 00:18:13,@NewThor The thing to ask Thor is how many times have you got it right? Many times and if only this one time wrong https://t.co/UJaihAjNHy,newthor thing ask thor many times got right many times one time wrong ujaihajnhy,80,1,-1
1560,2019-07-16 00:18:15,RT @neIliescrain: the first female superhero to have her name in an mcu film title and the first female superhero to have a solo film in on,neiliescrain first female superhero name mcu film title first female superhero solo film,88,1,0
1561,2019-07-16 00:18:16,RT @CaptMarvelNews: O-M-G! The Women of the MCU Bonus Feature from the Avengers Endgame Blu-Ray!! #CaptainMarvel https://t.co/bu4IlQd0cj,captmarvelnews g women mcu bonus feature avengers endgame blu ray captainmarvel bu ilqd cj,90,0,1
1562,2019-07-16 00:18:18,"RT @FilministPod: ""Our squad is big. Our squad includes any person committed to building a more equitable and just world.""  @AyannaPressle",filministpod squad big squad includes person mmitted building equitable world ayannapressle,91,0,0
1563,2019-07-16 00:18:18,"Fun fact: this scene isnt cgi, tom holland can just do that",fun fact scene isnt cgi tom holland,35,1,1
1564,2019-07-16 00:18:18,@TeamLiquid @MarvelGames I need Iron Man Jersey now.,teamliquid marvelgames need iron man jersey,43,0,0
1565,2019-07-16 00:18:19,RT @starkrescue: basically avengers of ultron was secretly a stevetony love story and theyre gay https://t.co/mgBx6rub5c,starkrescue basically avengers ultron secretly stevetony love story theyre gay mgbx rub c,89,1,1
1566,2019-07-16 00:18:19,"RT @celestialthor: locals who didnt watch the ant man movies are missing out on the badass that is hope van dyne, please stop sleeping on o",celestialthor locals didnt watch ant man movies missing badass hope van dyne please stop sleeping,97,-1,1
1567,2019-07-16 00:18:21,"RT @CaptMarvelNews: AAAAAAAA stills from the Women of Marvel bonus content, featured on the Avengers EndGame Blu-Ray! #CaptainMarvel https:",captmarvelnews aaaaaaaa stills women marvel bonus ntent featured avengers endgame blu ray captainmarvel,103,0,1
1568,2019-07-16 00:18:22,RT @CNETNews: Marvel announces the We Love You 3000 tour for Avengers: Endgame https://t.co/kwHruh87yd,cnetnews marvel announces love tour avengers endgame kwhruh yd,62,1,1
1569,2019-07-16 00:18:23,"RT @luvrobertdowney: Robert nominees BEST ACTOR IN A FILM.

AvengersEndgame picked up 14 Saturn Award nominations https://t.co/aiBi2Fwg76",luvrobe downey robe nominees best actor film avengersendgame picked saturn award nominations aibi fwg,101,1,1
1570,2019-07-16 00:18:24,"@SurreyAmps It sounds like the Imperial March or the Mordor theme.

(Conversely, Remain sounds like The Avengers (n https://t.co/k2wjPE3SGq",surreyamps sounds like imperial march mordor theme conversely remain sounds like avengers n k wjpe sgq,102,0,1
1571,2019-07-16 00:18:25,"RT @quakefalcon: captain america is now a black man. the smartest person in the mcu is shuri, a black girl. the leader of new asgard is bru",quakefal n captain america black man sma est person mcu shuri black girl leader new asgard bru,94,-1,0
1572,2019-07-16 00:18:26,Thank you SO MUCH to the @SaturnAwards1 for our nomination in the Best Superhero Television Series category! Wer https://t.co/4faMvKwV8R,thank much saturnawards nomination best superhero television series category wer famvkwv r,90,1,1
1573,2019-07-16 00:18:26,#MARVELSTUDIOS CELEBRATES THE IN-HOME RELEASE OF #AVENGERSENDGAME WITH THE #WELOVEYOU3000 TOUR https://t.co/vNeINsyG9s,marvelstudios celebrates home release avengersendgame weloveyou tour vneinsyg,77,0,1
1574,2019-07-16 00:18:27,"RT @laizyboy04: Me rewatching Mcu movies and Good Omens at the same time: 
 https://t.co/k4r8prnVQ0",laizyboy rewatching mcu movies good omens time k r prnvq,56,1,1
1575,2019-07-16 00:18:28,RT @DEADLINE: #AvengersEndgame picked up 14 Saturn Award nominations https://t.co/ZeZkxOujjV,deadline avengersendgame picked saturn award nominations zezkxoujjv,67,0,1
1576,2019-07-16 00:18:34,i love her,love,4,1,1
1577,2019-07-16 00:18:36,RT @califira: tom came up with the idea of recreating this scene and went back to watch iron man 1 to learn roberts movements. if this doe,califira tom came idea recreating scene went back watch iron man learn robe movements doe,89,0,0
1578,2019-07-16 00:18:39,RT @webshootrs: :) for his character but :( bc irondad https://t.co/MsichlV7Ex,webshootrs character bc irondad msichlv ex,42,0,0
1579,2019-07-16 00:18:40,hey kevin feige put her in mcu pluseeese,hey kevin feige put mcu pluseeese,33,0,0
1580,2019-07-16 00:18:41,RT @uvwxy__z: if avengers was made in india https://t.co/D2Zz8iTa5H,uvwxy z avengers made india zz ita h,36,0,0
1581,2019-07-16 00:18:41,"@ManaByte do you think it more realistic that Disney release any future Deadpool films under the Fox banner, as opp https://t.co/GIV25lVbfp",manabyte think realistic disney release future deadpool films fox banner opp giv lvbfp,86,1,0
1582,2019-07-16 00:18:41,"That's not the relevant Goddess, maybe you should search for "" Alexa Bliss : The greatest wrestler ever """,relevant goddess maybe search alexa bliss greatest wrestler ever,64,1,1
1583,2019-07-16 00:18:43,RT @MCU_Direct: Expect to see a much more independent Peter Parker / Spider-Man in the MCU going forward... https://t.co/x6zyRNRWkh https:/,mcu direct expect see much independent peter parker spider man mcu going forward x zyrnrwkh,91,1,0
1584,2019-07-16 00:18:45,RT @tranganhdong: PLUS jensen ackles was almost hawkeye AND zachary levi was almost star lord.....I will NEVER forgive marvel https://t.co/,tranganhdong plus jensen ackles almost hawkeye zachary levi almost star lord never forgive marvel,97,0,-1
1585,2019-07-16 00:18:45,"RT @omgshuddup: If a Jehovah's witness that looks exactly like Thor knocks on my door I'm letting him in and serving him a drink.

*druggin",omgshuddup jehovah witness looks exactly like thor knocks door letting serving drink druggin,92,1,1
1586,2019-07-16 00:18:46,@FullFatVideos I didn't cry when iron man died either,fullfatvideos cry iron man died either,38,0,-1
1587,2019-07-16 00:18:47,"RT @SD_Comic_Con: Marvel loves you 3000. Hop aboard the @IMDb boat with Marvel Studios on Saturday of #SDCC, for a special photo with #Aven",sd comic con marvel loves hop aboard imdb boat marvel studios saturday sdcc special photo aven,94,1,1
1588,2019-07-16 00:18:48,"RT @MattGordon2019: I remember in 2007 Marvel gave us this movies I believe.
But the closest to the MCU are Spider-Man 3 and Fantastic 4 Ri",mattgordon remember marvel gave us movies believe closest mcu spider man fantastic ri,85,1,1
1589,2019-07-16 00:18:53,RT @hellezen: honestly........ yshtola may be a lesbian but runar has that thor energy. you feel me.,hellezen honestly yshtola may lesbian runar thor energy feel,60,1,1
1590,2019-07-16 00:18:53,RT @widowwasp: straights say gay people try make everything gay but carol and thor interacted for 5 seconds in a trailer and suddenly they,widowwasp straights say gay people try make everything gay carol thor interacted se nds trailer suddenly,104,1,0
1591,2019-07-16 00:18:54,RT @Avengers: Marvel Studios and #AvengersEndgame directors Anthony and Joe Russo have teamed up to launch the #WeLoveYou3000 Tour! As a th,avengers marvel studios avengersendgame directors anthony joe russo teamed launch weloveyou tour th,99,0,1
1592,2019-07-16 00:18:55,RT @neIliescrain: the first female superhero to have her name in an mcu film title and the first female superhero to have a solo film in on,neiliescrain first female superhero name mcu film title first female superhero solo film,88,1,0
1593,2019-07-16 00:18:56,@TiredDeadman Keep him russian Idk if there's like any prominent russian in the mcu,tireddeadman keep russian idk like prominent russian mcu,56,1,1
1594,2019-07-16 00:18:57,Is there a block list for all of MCU twitter,block list mcu twitter,22,0,-1
1595,2019-07-16 00:18:58,RT @cassettelang: this is a good time to remind you that emily blunt was almost the mcu's black widow https://t.co/tJh953D74B,cassettelang good time remind emily blunt almost mcu black widow tjh b,70,1,1
1596,2019-07-16 00:18:59,@Yankeevoice Madison is a rental 2 more years of Thor,yankeevoice madison rental years thor,37,0,0
1597,2019-07-16 00:19:00,Young Avengers #6 Key CGC 9.8 NM/M 1st Stature Cassie Lang Kate Bishop Marvel! Check It Out $224.99 https://t.co/hG7gTt0Fsf,young avengers key cgc nm st stature cassie lang kate bishop marvel check hg gtt fsf,84,1,1
1598,2019-07-16 00:19:02,"RT @chanbaektwts: Baekhyun: I like someone who wears yellow shirt and jeans! My favorite color is red! I love Iron Man too!!!

Chanyeol: ht",chanbaektwts baekhyun like someone wears yellow shi jeans favorite lor red love iron man chanyeol ht,100,1,1
1599,2019-07-16 00:19:03,@FullFatVideos Or Spider-Man. Though iron man was sad,fullfatvideos spider man though iron man sad,44,-1,-1
1600,2019-07-16 00:19:05,RT @ARROWwriters: Thank you SO MUCH to the @SaturnAwards1 for our nomination in the Best Superhero Television Series category! Were so h,arrowwriters thank much saturnawards nomination best superhero television series category h,91,1,1
1601,2019-07-16 00:19:06,"RT @TheWatchAndTalk: Listen to our podcast review of SPIDERMAN - FAR FROM HOME as well as our top 5 MCU Sequels!

https://t.co/h5pKRn6LKw",thewatchandtalk listen podcast review spiderman far home well top mcu sequels h pkrn lkw,88,1,1
1602,2019-07-16 00:19:07,RT @xlie228: Iron Man and Thanos went EU Comp Stage and this happened We was with @pausinx @boopainter https://t.co/3LP30B3JSh,xlie iron man thanos went eu comp stage happened pausinx boopainter lp b jsh,76,0,0
1603,2019-07-16 00:19:08,RT @Avengers: Marvel Studios and #AvengersEndgame directors Anthony and Joe Russo have teamed up to launch the #WeLoveYou3000 Tour! As a th,avengers marvel studios avengersendgame directors anthony joe russo teamed launch weloveyou tour th,99,0,1
1604,2019-07-16 00:19:09,RT @Arminies: MCU Spidey does not even have Spidey Sense they said... he just out Sensed the 2 previous live action version in this glori,arminies mcu spidey even spidey sense said sensed previous live action version glori,84,1,0
1605,2019-07-16 00:19:09,RT @widowwasp: straights say gay people try make everything gay but carol and thor interacted for 5 seconds in a trailer and suddenly they,widowwasp straights say gay people try make everything gay carol thor interacted se nds trailer suddenly,104,1,0
1606,2019-07-16 00:19:09,"#TheFarewell beats 'Endgame' per-theater box office, has 100% Rotten Tomatoes score https://t.co/WiQHs9JxvM",thefarewell beats endgame per theater box office rotten tomatoes wiqhs jxvm,75,0,-1
1607,2019-07-16 00:19:10,RT @LiamPayne: @MarkRuffalo @TomHolland1996 Filming avengers newgame,liampayne markruffalo tomholland filming avengers newgame,57,0,0
1608,2019-07-16 00:19:11,RT @uvwxy__z: if avengers was made in india https://t.co/D2Zz8iTa5H,uvwxy z avengers made india zz ita h,36,0,0
1609,2019-07-16 00:19:11,RT @ARROWwriters: Thank you SO MUCH to the @SaturnAwards1 for our nomination in the Best Superhero Television Series category! Were so h,arrowwriters thank much saturnawards nomination best superhero television series category h,91,1,1
1610,2019-07-16 00:19:11,@EricTrillman_ Thor is gonna ditch him on some planet deeeep in outer space,erictrillman thor gonna ditch planet deeeep outer space,55,0,0
1611,2019-07-16 00:19:13,@brettlive First 24 hours on earth Thor is the best,brettlive first hours ea h thor best,36,1,1
1612,2019-07-16 00:19:14,"RT @quakefalcon: captain america is now a black man. the smartest person in the mcu is shuri, a black girl. the leader of new asgard is bru",quakefal n captain america black man sma est person mcu shuri black girl leader new asgard bru,94,-1,0
1613,2019-07-16 00:19:15,RT @ARROWwriters: Thank you SO MUCH to the @SaturnAwards1 for our nomination in the Best Superhero Television Series category! Were so h,arrowwriters thank much saturnawards nomination best superhero television series category h,91,1,1
1614,2019-07-16 00:19:16,"RT @emdibuja: very quick thing based on this tweet https://t.co/IxwCdsBAhc

#stucky #buckybarnes #marvel #mcu #comic #drawing #doodle #sket",emdibuja quick thing based tweet ixwcdsbahc stucky buckybarnes marvel mcu mic drawing doodle sket,97,1,1
1615,2019-07-16 00:19:18,RT @ARROWwriters: Thank you SO MUCH to the @SaturnAwards1 for our nomination in the Best Superhero Television Series category! Were so h,arrowwriters thank much saturnawards nomination best superhero television series category h,91,1,1
1616,2019-07-16 00:19:18,That Time Avengers: Endgame's Cassie Lang Got In Trouble By Marvel Security. https://t.co/fvYYiJsWo8 https://t.co/BXxWZEg0n0,time avengers endgame cassie lang got trouble marvel security fvyyijswo bxxwzeg n,81,-1,1
1617,2019-07-16 00:19:20,RT @widowwasp: straights say gay people try make everything gay but carol and thor interacted for 5 seconds in a trailer and suddenly they,widowwasp straights say gay people try make everything gay carol thor interacted se nds trailer suddenly,104,1,0
1618,2019-07-16 00:19:24,"RT @quakefalcon: captain america is now a black man. the smartest person in the mcu is shuri, a black girl. the leader of new asgard is bru",quakefal n captain america black man sma est person mcu shuri black girl leader new asgard bru,94,-1,0
1619,2019-07-16 00:19:25,top!tony on the mcu wow the stans are delusional,top tony mcu wow stans delusional,33,1,1
1620,2019-07-16 00:19:28,RT @ARROWwriters: Thank you SO MUCH to the @SaturnAwards1 for our nomination in the Best Superhero Television Series category! Were so h,arrowwriters thank much saturnawards nomination best superhero television series category h,91,1,1
1621,2019-07-16 00:19:30,"My mcu opinion: Captain Marvel and Doctor Strange are my favorite movies
No I haven't watched them all
No I haven't https://t.co/a0jioeC9bd",mcu opinion captain marvel doctor strange favorite movies watched jioec bd,74,1,1
1622,2019-07-16 00:19:30,RT @Avengers: Marvel Studios and #AvengersEndgame directors Anthony and Joe Russo have teamed up to launch the #WeLoveYou3000 Tour! As a th,avengers marvel studios avengersendgame directors anthony joe russo teamed launch weloveyou tour th,99,0,1
1623,2019-07-16 00:19:31,@machogroyp @Spikey_Buddy Worst Avengers Team Ever.,machogroyp spikey buddy worst avengers team ever,48,-1,-1
1624,2019-07-16 00:19:31,"RT @strawberry_koo: Broke: avengers endgame is most ambitious crossover in history 

Woke: Jackson wang having a house party in every fando",strawberry koo broke avengers endgame ambitious crossover history woke jackson wang house pa every fando,104,1,1
1625,2019-07-16 00:19:33,"@GottaGoFast1998 @getFANDOM I saw the movies back in the day, enjoyed them for what they were, but I do not have a https://t.co/EIqNkbpdwT",gottagofast getfandom saw movies back day enjoyed eiqnkbpdwt,60,1,1
1626,2019-07-16 00:19:35,"RT @virgniapotts: mcu women, do u want the world? i will give it to all of you",virgniapotts mcu women u want world give,40,0,1
1627,2019-07-16 00:19:36,"RT @omgshuddup: If a Jehovah's witness that looks exactly like Thor knocks on my door I'm letting him in and serving him a drink.

*druggin",omgshuddup jehovah witness looks exactly like thor knocks door letting serving drink druggin,92,1,1
1628,2019-07-16 00:19:36,"@ThunderHamm3r ""Oh! Thor! Thank you.""",thunderhamm r oh thor thank,27,0,1
1629,2019-07-16 00:19:37,RT @ARROWwriters: Thank you SO MUCH to the @SaturnAwards1 for our nomination in the Best Superhero Television Series category! Were so h,arrowwriters thank much saturnawards nomination best superhero television series category h,91,1,1
1630,2019-07-16 00:19:39,RT @ARROWwriters: Thank you SO MUCH to the @SaturnAwards1 for our nomination in the Best Superhero Television Series category! Were so h,arrowwriters thank much saturnawards nomination best superhero television series category h,91,1,1
1631,2019-07-16 00:19:39,RT @asgardianspider: and yall thought spidey would be gone of the mcu if ffh didnt make $2b at the box office lmao yes my ass https://t.c,asgardianspider yall thought spidey would gone mcu ffh didnt make b box office lmao yes ass c,93,1,1
1632,2019-07-16 00:19:39,"RT @RaminSetoodeh: Avengers: Endgame has now made $2.78 billion worldwide.
Avatar holds the record at $2.788 billion.
That means Aveng",raminsetoodeh avengers endgame made billion worldwide avatar holds rd billion means aveng,89,0,0
1633,2019-07-16 00:19:43,"RT @FilministPod: ""Our squad is big. Our squad includes any person committed to building a more equitable and just world.""  @AyannaPressle",filministpod squad big squad includes person mmitted building equitable world ayannapressle,91,0,0
